tingting lee,hong kong university of science and technology,"ledger,blockchain,cryptocurrency,architecture,distributed computing,business",,,,,,
tiong tjin saw,university of melbourne,"commercial law,brexit,blockchain,corporate governance,management,public relations,economics",,,,,,
tiziana cimoli,university of cagliari,"smart contract,cryptocurrency,trustworthiness,profit,computer security,computer science",,,,,,
tiziana croce,,"blockchain,internet of things,internet privacy,business",,,,,,
tiziana di matteo,king s college london,"decentralized autonomous organization,proof of work system,fintech,electronic money,blockchain,cryptocurrency,decentralization,software engineering,computer security,computer science",,,,,,
tobias reisberger,,"blockchain,cloud computing,operating system,computer science",,,,,,
tobias trutsch,university of st gallen,"blockchain,performance art,art",,,,,,
toby thwaites,,"blockchain,distributed computing,mathematics",,,,,,
tochukwu eziokwu,,"smart contract,blockchain,computer security,business",,,,,,
tocsick,,"smart contract,blockchain,cryptocurrency,underpinning,security token,volatility,monetary economics,computer science",,,,,,
toktam mahmoodi,,"distributed ledger,shareholder,distributed computing,computer science",,,,,,
tolulope onabolu,,"blockchain,sharing economy,construction engineering,civil engineering,engineering",,,,,,
tom jamsrandorj,,"blockchain,access control,computer network,business",,,,,,
tom kirkham,science and technology facilities council,"ledger,blockchain,position paper,internet of things,internet privacy,computer security,computer science",,,,,,
tom lemaire,,"fintech,blockchain,cryptocurrency,internet of things,financial services,information technology,marketing,business",,,,,,
tom matecki,,"blockchain,internet privacy,business",,,,,,
tomas krabec,skoda auto university,"smart contract,visibility graph,intelligent decision support system,financial risk,context awareness,heuristic,complex network,intelligent agent,commerce,management science,economics",,,,,,
tomas velasco,,"blockchain,document management system,data mining,computer science",,,,,,
tomaso aste,university college london,"decentralized autonomous organization,proof of work system,fintech,electronic money,blockchain,cryptocurrency,decentralization,software engineering,computer security,computer science",,,,,,
tomer golomb,,"blockchain,software deployment,internet of things,anomaly detection,computer security,data mining,computer science",,,,,,
tomi dahlberg,university of turku,"blockchain,enterprise architecture,supply chain,environmental resource management,computer science",,,,,,
tommi laine,,"blockchain,pedagogy,engineering management,engineering",,,,,,
tommy marshall,,"distributed ledger,counterparty,hype cycle,blockchain,clearing,emerging technologies,financial services,commerce,finance,economics",,,,,,
tommy weihua zhu,jpmorgan chase,"distributed ledger,database,computer science",,,,,,
tomoaki ohtsuki,keio university,"blockchain,possession,experimental system,radio frequency identification,supply chain,leverage,management system,the internet,computer security,computer science",,,,,,
tomokazu yamada,,"blockchain,management system,management science,knowledge management,business",,,,,,
tomoyuki sanda,kyoto institute of technology,"blockchain,encryption,server,key,authentication,cryptography,internet privacy,computer security,computer science",,,,,,
ton chanh le,stevens institute of technology,"preimage attack,smart contract,dependent type,normalization property,blockchain,hash function,real time computing,computer science",,,,,,
tonchanh le,university of houston,"decentralized autonomous organization,information technology management,blockchain,compromise,corruption,data integrity,government,transparency,computer security,business",,,,,,
tong jin,peking university,"systems architecture,blockchain,phenomenon,next generation network,decentralised system,internet protocol suite,multicast,peer to peer,computer network,distributed computing,computer science",,,,,,
tong niu,,"smart contract,k anonymity,location based service,database transaction,encryption,incentive,service provider,mobile telephony,computer security,business",,,,,,
tong wu,,"proof of stake,general ledger,blockchain,payment,intermediary,database transaction,financial services,architecture,management science,knowledge management,data mining,computer science",,,,,,
toni escamilla pardo,,"blockchain,internet privacy,philosophy",,,,,,
tonton hsiende huang,,"smart contract,bytecode,convolutional neural network,cryptocurrency,solidity,rgb color model,compiler,feature extraction,theoretical computer science,computer science",,,,,,
tony tran,,"blockchain,business sector,information system,management science,process management,engineering",,,,,,
tooba faisal,,"blockchain,anonymity,metadata,embedding,applied research,computer security,data mining,computer science",,,,,,
toon toetenel,,"fair trade,blockchain,heap,internet privacy,art",,,,,,
toshifumi matsuno,,"blockchain,knowledge management,economics",,,,,,
toshihiro kita,kumamoto university,"blockchain,knowledge management,computer science",,,,,,
toshihiro uchibayashi,tohoku university,"blockchain,cloud computing,distributed computing,computer science",,,,,,
toshiyuki sawa,hitachi,"blockchain,energy system,computer engineering,control engineering,engineering",,,,,,
trent mcconaghy,,"ledger,digital art,blockchain,web crawler,payment,visibility,authentication,the internet,management,marketing,economics",,,,,,
trevor clohessy,national university of ireland galway,"blockchain,business economics,management,economics",,,,,,
trevor i kiviat,,"virtual currency,bluebook,blockchain,mentorship,marketing buzz,currency,special interest group,commerce,economics",,,,,,
tri a sundara,,"blockchain,internet of things,internet privacy,computer security,engineering",,,,,,
tri sundara,,"distributed ledger,blockchain,database transaction,visualization,data mining,computer science",,,,,,
troy land,,"blockchain,database transaction,encryption,distributed computing,computer science",,,,,,
troy lyall penny,,"digital marketing,blockchain,cryptocurrency,security token,internet privacy,computer science",,,,,,
tshilidzi marwala,university of johannesburg,"smart contract,blockchain,artificial intelligence,computer science",,,,,,
tsukuda miwa,,"blockchain,computer security,engineering",,,,,,
tsuneo yamada,open university,"blockchain,knowledge management,computer science",,,,,,
tsungting kuo,university of california san diego,"distributed ledger,blockchain,health care,knowledge management,medicine",,,,,,
tsungying tsai,,"blockchain,android,reputation,internet privacy,computer security,engineering",,,,,,
tsz hon yuen,huawei,"ring signature,blockchain,cryptocurrency,accumulator,distributed computing,computer science",,,,,,
tu bui,university of surrey,"distributed ledger,public trust,archangel,immutability,face value,reputation,government,architecture,internet privacy,data mining,computer science",,,,,,
tudor cioara,technical university of cluj napoca,"demand response,prosumer,blockchain,business model,maximization,management science,control engineering,engineering",,,,,,
tulio l basegio,pontificia universidade catolica do rio grande do sul,"blockchain,distributed computing,computer science",,,,,,
tuomas aura,aalto university,"public key cryptography,ledger,blockchain,certificate,revocation,enforcement,access control,abstraction,computer security,data mining,computer science",,,,,,
turner francis stranton,,"blockchain,public sector,economy,business",,,,,,
tushar dey,,"smart contract,blockchain,internet of things,tamper resistance,real time data,file system,peer to peer,the internet,computer security,business",,,,,,
tushar j raval,,"sand casting,foundry,seven basic tools of quality,blockchain,process variable,casting,quality management,standardization,forensic engineering,engineering",,,,,,
tushar prakash salunkhe,,"blockchain,cryptocurrency,nursing,medicine",,,,,,
tuyet duong,virginia commonwealth university,"ledger,blockchain,cryptocurrency,cryptographic protocol,node,distributed computing,computer science",,,,,,
tyler a puckett,,"hypervisor,audit trail,virtualization,blockchain,application sharing,provisioning,cloud computing,virtual machine,distributed computing,computer science",,,,,,
tyler chambers,,"certificate authority,blockchain,certificate,computer security,business",,,,,,
tyrone berger,,"blockchain,public administration,accounting,business",,,,,,
tzipora halevi,new york university,"smart contract,reservation price,ledger,bidding,database transaction,secure multi party computation,encryption,architecture,distributed computing,business",,,,,,
tzuchia huang,national taiwan university of science and technology,"blockchain,internet of things,information privacy,cryptography,computer security,business",,,,,,
tzuchun liao,,"blockchain,computer security,computer science",,,,,,
tzuyang hsu,national taiwan university of science and technology,"blockchain,internet of things,information privacy,cryptography,computer security,business",,,,,,
tzuyun eddie lin,,"consensus,blockchain,digital signature,authentication,computer security,business",,,,,,
udo r krieger,university of bamberg,"blockchain,medical record,architecture,computer security,computer science",,,,,,
uekermann florian,,"pirate game,blockchain,simulation,computer security,economics",,,,,,
ujan mukhopadhyay,auburn university,"distributed ledger,software system,blockchain,cryptocurrency,currency,database transaction,data structure,cryptography,computer security,data mining,computer science",,,,,,
ulrich leiner,,"blockchain,internet privacy,computer science",,,,,,
ulrich petschow,,"blockchain,internet privacy,art",,,,,,
ulrike pfreundt,eth zurich,"blockchain,marine conservation,incentive,peer to peer,environmental resource management,business",,,,,,
umamahesh sathyanarayan,queen mary university of london,"ledger,blockchain,speedup,trusted third party,commerce,computer security,computer science",,,,,,
umang goel,,"blockchain,internet of things,computer security,computer science",,,,,,
umar ruhi,,"blockchain,public sector,the internet,knowledge management,computer science",,,,,,
umut can cabuk,erzincan university,"electronic voting,smart contract,voting,cryptocurrency,solidity,android,database transaction,the internet,computer security,business",,,,,,
unal tatar,old dominion university,"sand mining,blockchain,ingredient,agent based model,modeling and simulation,concurrency,corporate governance,distributed computing,computer science",,,,,,
urban sedlar,university of ljubljana,"charging station,smart contract,cryptocurrency,system requirements,bidding,database transaction,architecture,computer network,real time computing,computer science,elaboration",,,,,,
urs magnus strewe,,"blockchain,supply chain,finance,business",,,,,,
usha rodrigues,university of georgia,"decentralized autonomous organization,corporate law,incomplete contracts,bounded rationality,cryptocurrency,contingency,limited liability,cryptography,law,business",,,,,,
usman w chohan,university of new south wales,"blockchain,cryptocurrency,stock market,commerce,business",,,,,,
utpal bhattacharya,,"blockchain,cryptocurrency,skepticism,big data,data science,data mining,engineering",,,,,,
uwe der,,"distributed ledger,ledger,world wide web,computer science",,,,,,
uwe grossmann,dortmund university of applied sciences and arts,"transmission system,blockchain,data driven,revenue,home automation,business model,data modeling,data security,computer security,computer science",,,,,,
uwe krakau,,"blockchain,commerce,business",,,,,,
uwe roth,,"general data protection regulation,blockchain,transparency,internet privacy,computer security,computer science",,,,,,
uwe zdun,university of vienna,"smart contract,virtual machining,grounded theory,blockchain,solidity,trusted third party,cryptography,management science,business",,,,,,
uzair javaid,national university of singapore,"smart contract,blockchain,internet of things,denial of service attack,resource allocation,computer security,business",,,,,,
v e nambudiri,,"blockchain,dermatology,medicine",,,,,,
v i glotov,national research nuclear university mephi,"blockchain,cryptocurrency,humanity,commerce,business",,,,,,
v k burlachkov,,"blockchain,commerce,economics",,,,,,
v kornivska,,"blockchain,socioeconomic development,socioeconomics,economics",,,,,,
v pandarinathan dr d rajinigirinath,,"blockchain,cryptocurrency,internet privacy,business",,,,,,
v paprotski,,"blockchain,ibm,molecular biology,computational science,biology",,,,,,
v s shibu,,"smart contract,blockchain,government,cryptography,computer security,computer science",,,,,,
v tom,,"blockchain,internet privacy,engineering",,,,,,
v v yarkov,,"blockchain,internet privacy,business",,,,,,
vaibhav hatiskar,,"blockchain,supply chain,computer network,distributed computing,computer science",,,,,,
val red,air force research laboratory,"distributed ledger,blockchain,upload,identifier,provenance,web service,cloud computing,architecture,world wide web,database,computer science",,,,,,
valentin vallois,steria,"public key cryptography,blockchain,database transaction,comprehension,data structure,data mining,computer science",,,,,,
valentina gatteschi,polytechnic university of turin,"blockchain,cons,use case,knowledge management,computer security,computer science",,,,,,
valentina p kuznetsova,,"digital economy,blockchain,commerce,business",,,,,,
valerie stehling,rwth aachen university,"request for comments,blockchain,open research,data protection act 1998,social media,knowledge management,business",,,,,,
valerii n evseev,,"blockchain,urban planning,information technology,information system,transport engineering,metallurgy,materials science",,,,,,
valerii n kulachkovsky,,"blockchain,urban planning,information technology,information system,transport engineering,metallurgy,materials science",,,,,,
vallipuram muthukkumarasamy,griffith university,"blockchain,smart device,smart city,secure communication,information security,cloud computing,search engine,information technology,computer security,computer science",,,,,,
vandenheuvel,,"token economy,bittorrent,file sharing,blockchain,computer network,computer science",,,,,,
vandita rajesh,association for computing machinery,"data curation,civil society,blockchain,social exclusion,data bank,data management,health care,knowledge management,environmental resource management,computer science",,,,,,
vanesa daza,pompeu fabra university,"blockchain,research question,use case,smart environment,internet of things,interoperability,service provider,computer network,computer science",,,,,,
vanesco a j boehm,pohang university of science and technology,"blockchain,theoretical computer science,computer science",,,,,,
vanessa bracamonte,national institute of informatics,"virtual currency,proof of stake,blockchain,incentive,distributed computing,data mining,computer science",,,,,,
vanessa colina unda,,"blockchain,performance art,philosophy",,,,,,
vanessa gagnon,,"distributed ledger,debt,finance,business",,,,,,
vanessa kargenian,federal reserve bank of new york,"digital asset,distributed ledger,clearing,payment,distributed data store,financial services,derivative,cryptography,commerce,economics",,,,,,
vanessa r l chicarino,federal fluminense university,"blockchain,publication,internet of things,database transaction,leverage,decentralization,emerging technologies,computer security,computer science",,,,,,
vanzo estevao santos moreira,,"blockchain,internet privacy,philosophy",,,,,,
varvara lazutkina,,"mode of transport,blockchain,overcrowding,pollution,construction engineering,business",,,,,,
vasile manta,,"blockchain,knowledge management,computer science",,,,,,
vasileios glykantzis,eth zurich,"proof of work system,market capitalization,fork,blockchain,cryptocurrency,implementation,security analysis,internet privacy,computer security,data mining,computer science",,,,,,
vasilios mavroudis,university college london,"transactions per second,distributed ledger,verifiable secret sharing,data set,confidentiality,audit,medical record,scalability,computer security,computer science",,,,,,
vasily kharin,,"smart contract,universal turing machine,small set,blockchain,coins,database transaction,recursion,input output,distributed computing,computer science",,,,,,
vasily kupriyanovsky,moscow state university,"digital transformation,blockchain,interdependence,information infrastructure,identifier,terms of trade,standardization,the internet,commerce,business",,,,,,
vaso rahimzadeh,mcgill university,"distributed ledger,common rule,blockchain,mandate,research ethics,data sharing,clinical research,corporate governance,knowledge management,business",,,,,,
vassilios peristeras,european commission,"blockchain,systematic review,knowledge management,computer science",,,,,,
vasu mistry,,"blockchain,immigration,international trade,economics",,,,,,
vasudev patel,sardar vallabhbhai national institute of technology surat,"proof of stake,distributed ledger,ledger,blockchain,cryptocurrency,database transaction,internet privacy,computer security,business",,,,,,
vatsalya,,"blockchain,hull,computer security,business",,,,,,
venkatakrishnan balasubramanian,bank of america,"distributed ledger,ledger,alias,payment,database transaction,database,business",,,,,,
venkatraman ramakrishna,ibm,"smart contract,blockchain,trustworthiness,data sharing,access control,cryptography,computer security,business",,,,,,
vera demary,,"fintech,blockchain,safer,financial services,commerce,business",,,,,,
veronica lange,,"monetization,blockchain,use case,commerce,business",,,,,,
veronika kuchta,monash university,"ring signature,blockchain,quantum,lattice,distributed computing,mathematics",,,,,,
vic chen,,"industrial internet,process automation system,blockchain,last mile,heavy industry,interoperability,emerging technologies,sustainability,systems engineering,engineering",,,,,,
victor c m leung,university of british columbia,"blockchain,open research,cloud computing,resource management,data science,computer security,computer science",,,,,,
victor gabriel reyes macedo,instituto politecnico nacional,"blockchain,cartography,philosophy",,,,,,
victor lysenko,,"blockchain,data integrity,database,computer science",,,,,,
victor m larios,university of guadalajara,"blockchain,digital identity,smart city,government,authentication,knowledge management,geography",,,,,,
victor rivera,,"distributed ledger,architecture,computer security,data mining,computer science",,,,,,
victor santamaria,,"blockchain,cons,use case,knowledge management,computer security,computer science",,,,,,
victor torres,,"proof of stake,blockchain,logo,implementation,multimedia,world wide web,computer science",,,,,,
victoria l lemieux,university of british columbia,"blockchain,originality,digital preservation,trustworthiness,management control system,enterprise information security architecture,developing country,knowledge management,engineering",,,,,,
vignesh sundaresan,,"smart contract,derivatives market,solidity,implementation,derivative,computer security,computer science",,,,,,
vijay gurbani,,"traffic optimization,blockchain,cryptocurrency,computer security,geography",,,,,,
vijay k madisetti,georgia institute of technology,"industrial internet,supply chain management,blockchain,internet of things,computer integrated manufacturing,cloud computing,automation,computer security,computer science",,,,,,
vijay kumar,ensait,"blockchain,traceability,textile,supply chain,clothing,commerce,business",,,,,,
vijay kumar ananthapur bache,,"blockchain,real time computing,computer science",,,,,,
vijay sivaraman,university of new south wales,"timestamping,wearable technology,blockchain,bloom filter,logging,data logger,logic gate,computer security,engineering",,,,,,
vikas kumar,university of the west of england,"blockchain,cryptocurrency,financial services,management,marketing,economics",,,,,,
vikram a bakshi,,"smart contract,position paper,sophistication,template,terminology,semantics,automation,management science,knowledge management,data mining,computer science",,,,,,
vikram dhillon,,"blockchain,internet privacy,computer science",,,,,,
viktor e savin,,"digital economy,blockchain,cryptocurrency,financial market,financial system,business",,,,,,
viktor niculichev,,"cloud storage,ledger,blockchain,data integrity,internet privacy,computer security,business",,,,,,
viktoria lehner,,"blockchain,intellectual property,computer network,computer science",,,,,,
vina ermagan,cisco systems inc,"proof of stake,blockchain,software deployment,delegation,prefix,incentive,scalability,the internet,computer network,distributed computing,computer science",,,,,,
vinay c patii,university of massachusetts amherst,"public key cryptography,blockchain,physical unclonable function,verifiable secret sharing,traceability,supply chain,authentication,software,real time computing,computer science",,,,,,
vincent chia,,"blockchain,position paper,software deployment,incentive,software,computer security,computer science",,,,,,
vincent gramoli,nicta,"proof of stake,transaction data,blockchain,trade off,scalability,computer data storage,cryptography,software,systems engineering,distributed computing,computer science",,,,,,
vincent molinari,,"ledger,blockchain,clearing,cryptography,commerce,computer security,business",,,,,,
vincent nicaise,,"blockchain,attack model,intrusion detection system,level of detail,information system,computer security,engineering",,,,,,
vincent schlatt,,"blockchain,operating system,computer science",,,,,,
vincenzo croce,,"demand response,prosumer,blockchain,business model,maximization,management science,control engineering,engineering",,,,,,
vincenzo morabito,,"blockchain,process management,business",,,,,,
vincenzo scoca,,"smart contract,dynamism,contract management,database transaction,negotiation,cloud computing,formal language,semantics,distributed computing,computer science",,,,,,
vinod vaikuntanathan,massachusetts institute of technology,"secure two party computation,blockchain,impossibility,adversarial system,adversary,database transaction,secure multi party computation,distributed computing,computer security,computer science",,,,,,
vinodan k lingham,,"gift card,ledger,blockchain,security token,tracing,database transaction,web server,authentication,computer security,business",,,,,,
vinodan karthikeya lingham,,"distributed ledger,distributed computing,computer science",,,,,,
vinzenz hediger,,"blockchain,internet privacy,art",,,,,,
virgil griffith,,"proof of stake,proof of work system,consensus theory,byzantine fault tolerance,gadget,blockchain,overlay,theoretical computer science,computer science",,,,,,
virginie thibaud,,"blockchain,library science,art",,,,,,
virpi kristiina tuunainen,aalto university,"blockchain,open data,management science,knowledge management,computer science",,,,,,
vishakh iyer,srm university,"intelligence amplification,blockchain,default gateway,wearable computer,data access,cloud computing,the internet,cryptography,computer security,business",,,,,,
vishal sharma,soonchunhyang university,"blockchain,operability,software deployment,service provider,wireless network,computer security,engineering",,,,,,
vishnu pendyala,,"blockchain,internet privacy,computer science",,,,,,
vishwas t patil,,"blockchain,internet privacy,business",,,,,,
viswesh narayanan,national university of singapore,"transactions per second,blockchain,cryptocurrency,disjoint sets,database transaction,scalability,computation,internet privacy,distributed computing,computer security,computer science",,,,,,
vita bortnikov,ibm,"blockchain,cloud computing,distributed computing,computer science",,,,,,
vitalik buterin,,"proof of stake,proof of work system,consensus theory,byzantine fault tolerance,gadget,blockchain,overlay,theoretical computer science,computer science",,,,,,
vividh talwar,hofstra university,"blockchain,sharing economy,extensibility,data center,incentive,distributed computing,business",,,,,,
vivien roussel,,"blockchain,performance art,mining engineering,computer science",,,,,,
vivien streiff,,"blockchain,law and economics,computer science",,,,,,
vladimir rocha,university of sao paulo,"information architecture,blockchain,interoperability,information privacy,data access,information access,data management,architecture,data mining,computer science",,,,,,
vladimir tosovic,,"blockchain,performance art,art",,,,,,
vladimiro sassone,university of southampton,"cloud testing,blockchain,open research,cloud computing,data integrity,latency,public sector,throughput,distributed computing,database,computer science",,,,,,
vladislav akimenko,,"cloud storage,ledger,blockchain,data integrity,internet privacy,computer security,business",,,,,,
vlado stankovski,,"supply chain management,blockchain,internet of things,cloud computing,computer network,business",,,,,,
vojtěch binek,,"blockchain,cryptocurrency,swot analysis,marketing,engineering",,,,,,
volker bruhl,,"virtual currency,distributed ledger,ledger,cryptocurrency,phenomenon,financial regulation,financial services,commerce,international trade,economics",,,,,,
volker heinz,german institute of food technologies,"blockchain,material flow analysis,cyber physical system,life cycle assessment,modular design,complex systems,artificial neural network,waste management,systems engineering,engineering",,,,,,
volker skwarek,,"industrial internet,blockchain,internet of things,scalability,wireless sensor network,communications protocol,wireless,information transfer,computer network,computer science",,,,,,
volker strobel,,"swarm robotics,blockchain,group decision making,robot,distributed computing,computer science",,,,,,
volosovich svetlana,,"business interruption insurance,risk pool,smart contract,key person insurance,blockchain,automation,actuarial science,business",,,,,,
voshmgir shermin,,"moral hazard,bureaucracy,blockchain,use case,corporate governance,transaction cost,management,marketing,economics",,,,,,
vrushali kulkarni,maharashtra institute of technology,"blockchain,data mining,computer science",,,,,,
w dilger,chemnitz university of technology,"decentralized autonomous organization,intelligent sensor,home automation,multi agent system,immune system,information technology,genetic algorithm,simulation,distributed computing,artificial intelligence,machine learning,computer science",,,,,,
w gaaloul,,"smart contract,blockchain,ontology,ambiguity,ontology,computation,management science,distributed computing,computer science",,,,,,
w m maurer,,"ledger,blockchain,law,business",,,,,,
w m wang,guangdong university of technology,"edge computing,data access layer,blockchain,originality,application layer,scalability,management science,engineering",,,,,,
w nowakowski,,"blockchain,internet of things,internet privacy,world wide web,engineering",,,,,,
w s milwaukee,,"blockchain,upload,the internet,library science,world wide web,engineering",,,,,,
w u faguo,,"ledger,springing,blockchain,commerce,business",,,,,,
w u huasen,,"storage security,decentralized autonomous organization,systems architecture,data security,data processing,distributed computing,engineering",,,,,,
w u peng,,"blockchain,construction engineering,engineering",,,,,,
wade d murray,,"blockchain,database transaction,encryption,distributed computing,computer science",,,,,,
wafa ben jaballah,,"blockchain,performance art,history",,,,,,
wagner coppede junior,,"digital transformation,blockchain,sharing economy,big data,technical report,economic system,political science",,,,,,
wai chen,telcordia technologies,"delay tolerant networking,vehicular ad hoc network,blockchain,automotive industry,enterprise information security architecture,scalability,mobile telephony,the internet,computer network,computer science",,,,,,
waiming wang,,"blockchain,molding,knowledge sharing,cloud computing,distributed computing,business",,,,,,
walid alsaqaf,sodertorn university,"blockchain,centralisation,censorship,human rights,scholarship,accountability,decentralization,the internet,public relations,political science",,,,,,
walid maalej,university of hamburg,"blockchain,trustworthiness,operator,knowledge management,computer science",,,,,,
walter benjamin,,"blockchain,liberian dollar,revenue,free entry,exchange rate,financial economics,economics",,,,,,
walter blocher,,"distributed ledger,digital currency,payment system,blockchain,cryptocurrency,phenomenon,cash,payment,commerce,business",,,,,,
walter dettling,northwestern university,"blockchain,knowledge management,computer science",,,,,,
walter engert,,"digital currency,seigniorage,ledger,blockchain,cash,payment,monetary policy,financial services,monetary economics,business",,,,,,
walter rudametkin,university of lille,"fault injection,component based software engineering,blockchain,dependability,psychological resilience,fault tolerance,distributed computing,real time computing,computer science",,,,,,
wang feiyue,,"blockchain,intelligent transportation system,search engine,science technology and society,knowledge management,engineering",,,,,,
wang huaimin,national university of defense technology,"distributed ledger,economic globalization,blockchain,cryptocurrency,globalization,cloud computing,management science,computer science",,,,,,
wang lei,,"blockchain,operating system,art",,,,,,
wang ruijin,,"proof of stake,smart contract,blockchain,big data,data sharing,the internet,internet privacy,computer security,computer science",,,,,,
wang xiangwei,tongji university,"blockchain,server,network architecture,fault tolerance,algorithm design,algorithm,computer science",,,,,,
wang yao,,"ledger,springing,blockchain,commerce,business",,,,,,
wang yi,,"blockchain,conceptual framework,the internet,world wide web,computer science",,,,,,
wang yijie,national university of defense technology,"distributed ledger,economic globalization,blockchain,cryptocurrency,globalization,cloud computing,management science,computer science",,,,,,
wanyu lien,national taiwan university,"blockchain,creditor,finance,business",,,,,,
wanzeng fu,,"software versioning,duplicate content,blockchain,fork,analytics,workflow,computer data storage,database,computer science",,,,,,
warren he,university of california berkeley,"proof of stake,proof of work system,blockchain,luck,database transaction,random number generation,theoretical computer science,distributed computing,computer security,computer science",,,,,,
waseem akram,,"blockchain,systems engineering,engineering",,,,,,
watanabe hiroki,,"blockchain,cryptocurrency,distributed computing,business",,,,,,
wattana viryasitavat,chulalongkorn university,"business process management,blockchain,industry 4 0,trustworthiness,workflow,business process,internet of things,bottleneck,process management,artificial intelligence,machine learning,engineering",,,,,,
wazen shbair,university of luxembourg,"blockchain,orchestration,systems engineering,computer science",,,,,,
wei bai,beijing university of posts and telecommunications,"blockchain,distributed computing,computer science",,,,,,
wei cheng,,"smart contract,k anonymity,location based service,database transaction,encryption,incentive,service provider,mobile telephony,computer security,business",,,,,,
wei jiang,zhongnan university of economics and law,"ledger,blockchain,risk control,default gateway,data sharing,schema,architecture,health care,computer security,data mining,medicine",,,,,,
wei li,,"proof of work system,blockchain,cryptocurrency,optimization problem,theoretical computer science,computer science",,,,,,
wei liu,georgia gwinnett college,"blockchain,medical record,architecture,computer security,computer science",,,,,,
wei lu,,"blockchain,crowdsourcing,data mining,computer science",,,,,,
wei wang,beijing jiaotong university,"multi factor authentication,smart contract,single point of failure,software deployment,pi,server,architecture,authentication,computer network,computer science",,,,,,
wei zhao,ibm,"validator,blockchain,currency,reputation,database transaction,commerce,marketing,business",,,,,,
weiching peng,national taiwan university of science and technology,"blockchain,internet of things,information privacy,cryptography,computer security,business",,,,,,
weidong shi,university of houston,"supply chain management,ledger,blockchain,economic integration,supply chain,information protection policy,information technology,complex systems,process management,distributed computing,computer science",,,,,,
weihui lin,,"blockchain,systems engineering,engineering",,,,,,
weijia jia,shanghai jiao tong university,"proof of work system,blockchain,publication,computer security,computer science",,,,,,
weijr lai,,"ballot,ring signature,voting,blockchain,correctness,government,transparency,computer security,computer science",,,,,,
weili chen,sun yat sen university,"smart contract,ponzi scheme,blockchain,warning system,computer security,data mining,computer science",,,,,,
weiming shen,tongji university,"blockchain,factory,big data,cloud computing,automation,the internet,information and communications technology,operations management,artificial intelligence,machine learning,computer science",,,,,,
weitao jiang,cornell university,"blockchain,internet of things,partition,computer network,distributed computing,computer science",,,,,,
weitek tsai,arizona state university,"blockchain,transactional leadership,scalability,finance,distributed computing,computer science",,,,,,
weiwei xie,,"blockchain,data security,computer security,computer science",,,,,,
wenbo shi,,"blockchain,software deployment,enterprise information security architecture,application layer,access control,fault tolerance,architecture,authentication,computer security,computer science",,,,,,
wenbo wang,nanyang technological university,"smart contract,best response,transaction data,cache,overlay,nash equilibrium,wireless network,search algorithm,computer network,distributed computing,computer science",,,,,,
wenchi shou,,"blockchain,construction engineering,engineering",,,,,,
wenchi ying,beihang university,"distributed ledger,extant taxon,blockchain,cryptocurrency,case analysis,information sensitivity,intermediary,empirical evidence,knowledge management,marketing,engineering",,,,,,
wendelin michel,,"blockchain,operating system,computer science",,,,,,
wendy j riseley,,"blockchain,law reform,economic system,marketing,political science",,,,,,
wendy ng,federal reserve bank of new york,"digital asset,distributed ledger,clearing,payment,distributed data store,financial services,derivative,cryptography,commerce,economics",,,,,,
wenhui huang,industrial technology research institute,"carbon footprint,blockchain,online database,supply chain,distributed database,carbon,environmental resource management,engineering",,,,,,
wenlu zhao,tsinghua university,"blockchain,energy management,encryption,cloud computing,electric power system,the internet,distributed computing,computer science",,,,,,
wenting li,,"proof of stake,blockchain,premises,data sharing,regulator,permission,scalability,architecture,distributed computing,computer security,engineering",,,,,,
wenyao zhou,,"blockchain,data mining,computer science",,,,,,
wenyu du,beihang university,"distributed ledger,extant taxon,blockchain,cryptocurrency,case analysis,information sensitivity,intermediary,empirical evidence,knowledge management,marketing,engineering",,,,,,
wenyuan liu,,"blockchain,emerging technologies,shared resource,government,information system,distributed computing,computer science",,,,,,
wesley john boudville,,"blockchain,network address,mobile device,graph,social network,distributed computing,computer science",,,,,,
wessel reijers,dublin city university,"digital currency,blockchain,cryptocurrency,narrative,mediation,social relation,public relations,knowledge management,social science,sociology",,,,,,
wided guedria,,"blockchain,metamodeling,interoperability,data mining,database,computer science",,,,,,
wil m p van der aalst,eindhoven university of technology,"business process management,blockchain,business process,systems engineering,computer science",,,,,,
will giberson,,"blockchain,cryptocurrency,text mining,internet privacy,business",,,,,,
willi brammertz,university of zurich,"blockchain,financial analysis,financial risk,finance,business",,,,,,
william c chu,tunghai university,"blockchain,database transaction,authorization,access control,shared resource,distributed computing,real time computing,computer science",,,,,,
william george,,"identity management,blockchain,user centered design,internet privacy,computer security,computer science",,,,,,
william j buchanan,edinburgh napier university,"patient safety,blockchain,asset tracking,traceability,tracing,data sharing,health care,clinical trial,computer security,business",,,,,,
william j gordon,,"blockchain,interoperability,health care,knowledge management,business",,,,,,
william j knottenbelt,imperial college london,"velvet,blockchain,fork,internet privacy,art",,,,,,
william j luther,kenyon college,"digital currency,blockchain,cryptocurrency,payment,commerce,business",,,,,,
william j sutherland,university of cambridge,"science communication,blockchain,energy security,horizon,biodiversity,environmental resource management,ecology,biology",,,,,,
william mougayar,,"blockchain,the internet,world wide web,computer science",,,,,,
william nash,,"smart contract,fintech,blockchain,verification and validation,distributed database,semantics,natural language,computer security,data mining,database,computer science",,,,,,
william pourmajidi,ryerson university,"ledger,immutability,blockchain,service level,cloud computing,computer security,computer science",,,,,,
